antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'Large Lemon', 'Organic Avocado'})",frozenset({'Banana'}),0.007898448519040903,0.1486903082812815,0.0028107999194035864,0.3558673469387755,2.3933459487189412,1.0,0.0016363771741635632,1.321637224371238,0.5868097912545617,0.018278301886792452,0.24336271591037803,0.18738553335149358
frozenset({'Total 2% Lowfat Greek Strained Yogurt with Peach'}),frozenset({'Total 2% Lowfat Greek Strained Yogurt With Blueberry'}),0.006316743904896232,0.006639129558734636,0.0022063268184565788,0.3492822966507177,52.60965214802768,1.0,0.0021643891372826254,1.526561925898709,0.9872281485162446,0.20524835988753512,0.34493322345159017,0.34080199809774125
"frozenset({'Organic Strawberries', 'Organic Hass Avocado'})",frozenset({'Bag of Organic Bananas'}),0.01231110215595406,0.11955470481563571,0.004291759016723756,0.34860883797054015,2.915893929127481,1.0,0.0028199088325135324,1.3516383802955945,0.6652418574497367,0.033641317223406776,0.2601571436723286,0.19225335300397742
"frozenset({'Organic Baby Spinach', 'Organic Hass Avocado'})",frozenset({'Bag of Organic Bananas'}),0.010457384646383235,0.11955470481563571,0.003566391295587346,0.34104046242774566,2.8525892222615683,1.0,0.0023161617610454373,1.3361143514639915,0.6563045180599189,0.02820492391044538,0.2515610666824349,0.18543554258153105
"frozenset({'Organic Strawberries', 'Organic Raspberries'})",frozenset({'Bag of Organic Bananas'}),0.010114849889179931,0.11955470481563571,0.0034253475720330447,0.33864541832669326,2.832556182953364,1.0,0.0022160696792776725,1.331275717417322,0.6535727798691533,0.02713271087702498,0.2488408021592985,0.18364814945996752
frozenset({'Broccoli Crown'}),frozenset({'Banana'}),0.01307676808382027,0.1486903082812815,0.0043723554301833565,0.33436055469953774,2.2487044284488187,1.0,0.002427966752477298,1.2789351618644638,0.5626572308626773,0.027779555783140238,0.21809953325376166,0.18188317049971128
frozenset({'Organic Yellow Peaches'}),frozenset({'Organic Strawberries'}),0.006457787628450534,0.08198670159177916,0.002155954060044328,0.33385335413416534,4.072042753914629,1.0,0.0016265013528074706,1.3780949046362283,0.759326580449844,0.024985405720957386,0.2743605707881439,0.18007487072645845
frozenset({'Total 2% Lowfat Greek Strained Yogurt With Blueberry'}),frozenset({'Total 2% Lowfat Greek Strained Yogurt with Peach'}),0.006639129558734636,0.006316743904896232,0.0022063268184565788,0.3323216995447648,52.60965214802768,1.0,0.0021643891372826254,1.488266513106076,0.9875485438545527,0.20524835988753512,0.32807733615334983,0.34080199809774125
frozenset({'No Salt Added Black Beans'}),frozenset({'Banana'}),0.008774934515414064,0.1486903082812815,0.002901470884545638,0.330654420206659,2.2237792363786824,1.0,0.0015967231663006633,1.271853758982854,0.555186802442911,0.0187719984356668,0.21374608288319635,0.17508396869130974
"frozenset({'Clementines, Bag'})",frozenset({'Banana'}),0.012482369534555712,0.1486903082812815,0.004120491638122103,0.3301049233252623,2.2200836567020485,1.0,0.0022644842639481383,1.270810491613846,0.5565131258111473,0.026236448777984474,0.21310061051662746,0.1789084139629225
frozenset({'Cucumber Kirby'}),frozenset({'Banana'}),0.03003223856538384,0.1486903082812815,0.00989320975216603,0.32941965783294197,2.2154749804524574,1.0,0.005427706941502115,1.2695118514324664,0.5656162444054469,0.05859887814775033,0.2122956561046357,0.19797766549076462
frozenset({'Organic Navel Orange'}),frozenset({'Bag of Organic Bananas'}),0.013006246222043119,0.11955470481563571,0.004281684465041306,0.3292021688613478,2.7535693335449043,1.0,0.0027267265372054638,1.3125344989411252,0.6452269835656298,0.03337783711615487,0.23811526416506335,0.18250788480145
"frozenset({'Organic Baby Spinach', 'Organic Avocado'})",frozenset({'Banana'}),0.009318960306266371,0.1486903082812815,0.0030425146080999394,0.3264864864864865,2.1957482653735787,1.0,0.0016568755273001672,1.263983089630521,0.5496969913294768,0.019633337667403456,0.20885017512986412,0.17347428870702805
frozenset({'Peach Pear Flavored Sparkling Water'}),frozenset({'Sparkling Water Grapefruit'}),0.006488011283497884,0.023211767076365103,0.002065283094902277,0.31832298136645965,13.713862469806763,1.0,0.0019146848882008953,1.4329194123071092,0.9331352751346934,0.07473569084943493,0.3021240473042905,0.20364933790545203
frozenset({'Organic Large Extra Fancy Fuji Apple'}),frozenset({'Bag of Organic Bananas'}),0.0231311706629055,0.11955470481563571,0.007263751763046544,0.31402439024390244,2.6266167502831173,1.0,0.004498311482402784,1.2834935858687622,0.6339460186004373,0.05363785151019193,0.22087651156968813,0.18739055528037374
frozenset({'Organic Green Seedless Grapes'}),frozenset({'Organic Strawberries'}),0.0066794277654644366,0.08198670159177916,0.002095506749949627,0.3137254901960784,3.8265411841807255,1.0,0.0015478824989386502,1.3376765205376933,0.7436344412101789,0.02420574886535552,0.2524351106962396,0.16964229781369417
frozenset({'Total 0% Greek Yogurt'}),frozenset({'Banana'}),0.008160386862784606,0.1486903082812815,0.0025589361273423332,0.3135802469135802,2.1089487979295325,1.0,0.0013455656890203707,1.240217356640579,0.530156400587052,0.016585047339209923,0.19368972330081266,0.1653950424892449
frozenset({'Organic Reduced Fat Milk'}),frozenset({'Banana'}),0.01085029216199879,0.1486903082812815,0.003385049365303244,0.31197771587743733,2.098171155091431,1.0,0.0017717160787936717,1.2373286612429957,0.5291357356015953,0.021677419354838707,0.1918072931443939,0.16737174295802892
frozenset({'Granny Smith Apples'}),frozenset({'Banana'}),0.01077977030022164,0.1486903082812815,0.0033548257102558937,0.31121495327102805,2.0930412806885457,1.0,0.0017519783411145357,1.2359584398087229,0.5279171625031692,0.02148941662364481,0.1909113059216133,0.16688872875286614
frozenset({'Red Raspberries'}),frozenset({'Banana'}),0.008291356034656458,0.1486903082812815,0.0025690106790247835,0.30984204131227217,2.083807915214861,1.0,0.0013361663941618511,1.2334997821910305,0.5244577849832092,0.01663730671364259,0.18929860026101625,0.1635598173225769
"frozenset({'Organic Avocado', 'Limes'})",frozenset({'Banana'}),0.006880918799113439,0.1486903082812815,0.0021257304049969775,0.3089311859443631,2.077682059545869,1.0,0.001102604467498335,1.2318739818726372,0.5222882278327713,0.013853325454664828,0.18822865429802582,0.1616137737432365
"frozenset({'Large Lemon', 'Organic Baby Spinach'})",frozenset({'Banana'}),0.007253677211364095,0.1486903082812815,0.002226475921821479,0.3069444444444444,2.064320452304055,1.0,0.0011479244210908454,1.2283426413576701,0.5193462562461714,0.01448420500720933,0.1858949072266074,0.16095917933313758
frozenset({'Organic Avocado'}),frozenset({'Banana'}),0.05419101349989926,0.1486903082812815,0.016592786620995364,0.3061907417735638,2.0592515094819395,1.0,0.008535108117620257,1.2270082614563202,0.543858928179609,0.08907035855280947,0.18500956235362828,0.20889183406179376
frozenset({'Total 2% with Strawberry Lowfat Greek Strained Yogurt'}),frozenset({'Total 2% Lowfat Greek Strained Yogurt With Blueberry'}),0.009601047753374975,0.006639129558734636,0.0029316945395929882,0.30535152151101785,45.99270413533176,1.0,0.0028679519396587337,1.4300195008013985,0.9877407673423081,0.22028766086298263,0.3007088368797845,0.37346483511059236
frozenset({'Blueberries'}),frozenset({'Banana'}),0.018184565786822485,0.1486903082812815,0.005530928873665122,0.3041551246537396,2.0455611947374615,1.0,0.002827060180861243,1.2234187846753877,0.5206035497771659,0.03428036216047456,0.18261840301452284,0.1706763833852071
frozenset({'Seedless Red Grapes'}),frozenset({'Banana'}),0.02549869030828128,0.1486903082812815,0.00772718114043925,0.303042275780324,2.0380768543908774,1.0,0.003935773017731983,1.2214653229819028,0.5226687368868276,0.046420141620771044,0.18131118322806783,0.17750528315745653
frozenset({'Total 2% Lowfat Greek Strained Yogurt With Blueberry'}),frozenset({'Banana'}),0.006639129558734636,0.1486903082812815,0.002004835784807576,0.30197268588770865,2.0308834474702864,1.0,0.0010176615639999546,1.2195936670492076,0.5109960202529875,0.013075760562454825,0.18005477806433012,0.15772799210707678
frozenset({'Organic Raspberries'}),frozenset({'Bag of Organic Bananas'}),0.04269595003022365,0.11955470481563571,0.012794680636711667,0.2996696554978764,2.506548411959148,1.0,0.007690178934025145,1.2571857011426335,0.6278517349566954,0.08560835861139197,0.20457256307392135,0.20334456062161033
frozenset({'Boneless Skinless Chicken Breasts'}),frozenset({'Banana'}),0.0156357042111626,0.1486903082812815,0.004684666532339311,0.2996134020618557,2.015016348577803,1.0,0.0023597888529866126,1.2154854108072228,0.5117273279919848,0.029344945096554335,0.1772834201803505,0.16555980083443758
frozenset({'Frozen Organic Wild Blueberries'}),frozenset({'Bag of Organic Bananas'}),0.009359258512996172,0.11955470481563571,0.002780576264356236,0.29709364908503766,2.4850017365956716,1.0,0.001661632875541753,1.2525783755379394,0.603231594736441,0.02204472843450479,0.20164676356436828,0.1601757113715405
frozenset({'Organic Kiwi'}),frozenset({'Bag of Organic Bananas'}),0.015424138625831151,0.11955470481563571,0.0045536973604674595,0.2952318745917701,2.469429162549852,1.0,0.002709669020020771,1.249269459617481,0.6043699993217655,0.0349142592306504,0.19953218074650256,0.16666034616080455
"frozenset({""Organic D'Anjou Pears""})",frozenset({'Bag of Organic Bananas'}),0.015817046141446706,0.11955470481563571,0.004664517428974411,0.2949044585987261,2.4666905334549214,1.0,0.00277351514647846,1.2486893527004987,0.6041544560558402,0.03568675813164791,0.19916030529343942,0.1669601082915262
frozenset({'Unsweetened Original Almond Breeze Almond Milk'}),frozenset({'Banana'}),0.01146483981462825,0.1486903082812815,0.0033548257102558937,0.29261862917398945,1.9679737876421297,1.0,0.0016501151438233091,1.2034663716470828,0.4975676844778575,0.021395528141865842,0.1690669356789883,0.15759056670434685
"frozenset({'Organic Raspberries', 'Organic Hass Avocado'})",frozenset({'Organic Strawberries'}),0.007797703002216401,0.08198670159177916,0.0022768486802337297,0.29198966408268734,3.5614271389589023,1.0,0.0016375407310896932,1.296610023664166,0.7248659752906798,0.02601888095786323,0.2287580831944815,0.15988030758816107
frozenset({'Total 2% with Strawberry Lowfat Greek Strained Yogurt'}),frozenset({'Total 2% Lowfat Greek Strained Yogurt with Peach'}),0.009601047753374975,0.006316743904896232,0.0028007253677211365,0.29171038824763906,46.180499421787324,1.0,0.0027400780078443874,1.4029335452720502,0.9878300417434065,0.21351766513056833,0.2872078628599014,0.36754578423546225
frozenset({'Strawberries'}),frozenset({'Banana'}),0.044207132782591176,0.1486903082812815,0.012885351601853718,0.2914767547857794,1.9602942394495875,1.0,0.006312179400178691,1.2015268341144216,0.512529980726758,0.07158047906872622,0.16772562076231598,0.18906787126103794
frozenset({'Total 2% All Natural Greek Strained Yogurt with Honey'}),frozenset({'Banana'}),0.007263751763046544,0.1486903082812815,0.0021156558533145277,0.29126213592233013,1.9588508443424681,1.0,0.0010356063643884351,1.2011629896853153,0.49307820592185164,0.013752455795677798,0.167473516427622,0.15274537109823397
frozenset({'Small Hass Avocado'}),frozenset({'Banana'}),0.015162200282087448,0.1486903082812815,0.004402579085230707,0.29036544850498336,1.9528202736367402,1.0,0.0021481068510645915,1.1996452116448233,0.49543194370365273,0.027611044417767103,0.16642021299871773,0.1599872503043922
frozenset({'Yellow Onions'}),frozenset({'Banana'}),0.02238565383840419,0.1486903082812815,0.006488011283497884,0.2898289828982898,1.9492123343373022,1.0,0.0031594815131875125,1.1987389955633667,0.49812306992752653,0.03941972210320132,0.16579004795782587,0.1667316877361562
frozenset({'Organic Hass Avocado'}),frozenset({'Bag of Organic Bananas'}),0.0659983880717308,0.11955470481563571,0.019101349989925447,0.28942146237215693,2.4208287145074827,1.0,0.011210932185701898,1.2390541629973728,0.6283911176994864,0.11475608279869264,0.19293277899900788,0.22459612766370549
"frozenset({'Organic Raspberries', 'Bag of Organic Bananas'})",frozenset({'Organic Hass Avocado'}),0.012794680636711667,0.0659983880717308,0.003677211364094298,0.2874015748031496,4.354675670120688,1.0,0.0028327830661787415,1.3106983946396706,0.7803460515260853,0.0489538626609442,0.23704797069281977,0.1715591296394011
frozenset({'Organic Bosc Pear'}),frozenset({'Bag of Organic Bananas'}),0.007082409832762442,0.11955470481563571,0.0020149103364900263,0.2844950213371266,2.379622130102232,1.0,0.0011681749195507568,1.2305229473451456,0.5839006361800786,0.01616814874696847,0.18733738191758134,0.15067424025481088
frozenset({'Red Vine Tomato'}),frozenset({'Banana'}),0.016612935724360265,0.1486903082812815,0.004724964739069111,0.28441479684657367,1.9127998329826479,1.0,0.0022547822047568693,1.1896692217323448,0.48526786813302425,0.02942468159859464,0.15943021662454765,0.15809600876274071
"frozenset({'Large Lemon', 'Limes'})",frozenset({'Banana'}),0.008382026999798509,0.1486903082812815,0.002367519645375781,0.2824519230769231,1.8995987454851537,1.0,0.0011211934667537155,1.186414846750375,0.47757609190949807,0.015303464443865591,0.157124506036797,0.1491872055251815
"frozenset({'Apple Honeycrisp Organic', 'Bag of Organic Bananas'})",frozenset({'Organic Hass Avocado'}),0.007193229901269393,0.0659983880717308,0.0020149103364900263,0.28011204481792723,4.244225548561664,1.0,0.0015401687579768711,1.2974263636513315,0.7699239948856372,0.02830856334041048,0.22924334820381467,0.15532086747078624
frozenset({'Organic Gala Apples'}),frozenset({'Bag of Organic Bananas'}),0.023584525488615758,0.11955470481563571,0.006588756800322386,0.279367791542076,2.336736073857459,1.0,0.0037691158173140927,1.2217678933174847,0.5858701233316524,0.048251438689685705,0.18151393118975737,0.1672393015180676
frozenset({'Organic Whole Strawberries'}),frozenset({'Bag of Organic Bananas'}),0.010044328027402781,0.11955470481563571,0.0028007253677211365,0.27883650952858574,2.332292233572716,1.0,0.0015998786953335805,1.2208678154364552,0.5770331741486306,0.022088034323851896,0.18091050697203917,0.151131408889177
frozenset({'Sparkling Lemon Water'}),frozenset({'Sparkling Water Grapefruit'}),0.010044328027402781,0.023211767076365103,0.0027906508160386863,0.2778335005015045,11.969510963445893,1.0,0.002557504213428007,1.3525803725345333,0.9257529643701712,0.0916005291005291,0.2606724004680405,0.19902959747297447
frozenset({'Grape White/Green Seedless'}),frozenset({'Banana'}),0.011595808986500101,0.1486903082812815,0.0032137819867015917,0.27715030408340574,1.8639433012615254,1.0,0.0014895975737280374,1.177713287461833,0.468940741522504,0.020460522096081072,0.15089690279782314,0.1493821172832504
frozenset({'Roma Tomato'}),frozenset({'Banana'}),0.012452145879508362,0.1486903082812815,0.0034454966753979448,0.2766990291262136,1.8609083021253445,1.0,0.0015939832658103574,1.1769784999601074,0.46846135783431486,0.021848846866415386,0.15036680786106624,0.1499356653863333
"frozenset({'Organic Strawberries', 'Organic Baby Spinach'})",frozenset({'Bag of Organic Bananas'}),0.011887970985291155,0.11955470481563571,0.0032742292967962924,0.2754237288135593,2.3037464668436756,1.0,0.0018529664347929663,1.215117483412339,0.5727330907265654,0.0255462977519258,0.17703430849191465,0.15140529998443197
frozenset({'Lime Sparkling Water'}),frozenset({'Sparkling Water Grapefruit'}),0.013993552286923231,0.023211767076365103,0.00384847874269595,0.2750179985601152,11.848214642828575,1.0,0.0035236636664409517,1.3473275625927794,0.9285934188078858,0.11537299909392934,0.2577899927500829,0.22040830483561316
frozenset({'Bunched Cilantro'}),frozenset({'Limes'}),0.014255490630666934,0.04349183961313721,0.0038887769494257507,0.272791519434629,6.272246054918062,1.0,0.003268779437310204,1.3153149144289706,0.8527234705838275,0.07220351664796111,0.23972579567826247,0.18110273215187553
frozenset({'2% Reduced Fat Milk'}),frozenset({'Banana'}),0.0116361071932299,0.1486903082812815,0.003173483779971791,0.2727272727272727,1.8341966997024926,1.0,0.0014433074142164001,1.170550826113238,0.4601566348979834,0.020193602153984226,0.14570134188836922,0.1470350910692397
frozenset({'Large Lemon'}),frozenset({'Banana'}),0.047350392907515616,0.1486903082812815,0.012905500705218618,0.2725531914893617,1.8330259358516188,1.0,0.005864956186560317,1.170270708124591,0.47704211361946236,0.07046979865771812,0.14549685550743827,0.17967384488080118
frozenset({'Organic Bartlett Pear'}),frozenset({'Bag of Organic Bananas'}),0.012391698569413662,0.11955470481563571,0.0033749748136207938,0.27235772357723576,2.278101259145228,1.0,0.001893488948990208,1.2099974447785118,0.5680773933048213,0.026249804105939505,0.17355197375392103,0.15029363384558256
frozenset({'Jalapeno Peppers'}),frozenset({'Limes'}),0.012814829740076566,0.04349183961313721,0.0034857948821277454,0.2720125786163522,6.254336009603688,1.0,0.0029284543624026743,1.3139075378100318,0.8510165571766366,0.06599275224108335,0.2389114368985509,0.17608041485832668
frozenset({'Apple Honeycrisp Organic'}),frozenset({'Bag of Organic Bananas'}),0.026445698166431594,0.11955470481563571,0.007193229901269393,0.27199999999999996,2.2751091261481413,1.0,0.004031522263338265,1.2094028780005004,0.575685036781826,0.05182174481056757,0.17314567528291736,0.16608342462290382
frozenset({'Total 2% with Strawberry Lowfat Greek Strained Yogurt'}),frozenset({'Banana'}),0.009601047753374975,0.1486903082812815,0.002599234334072134,0.2707240293809024,1.8207241111422434,1.0,0.0011716515837995036,1.1673354477812068,0.45513776925519583,0.016694706872007248,0.1433482107471908,0.14410244425885013
frozenset({'Red Peppers'}),frozenset({'Banana'}),0.017388676203908927,0.1486903082812815,0.004704815635704211,0.2705677867902665,1.8196733191138865,1.0,0.002119288010341609,1.1670854073919843,0.4584221637925284,0.0291547009614184,0.14316467872335062,0.15110474846661506
"frozenset({'Organic Raspberries', 'Bag of Organic Bananas'})",frozenset({'Organic Strawberries'}),0.012794680636711667,0.08198670159177916,0.0034253475720330447,0.26771653543307083,3.2653653609101267,1.0,0.0023763539087088502,1.253631063417678,0.7027469789834496,0.03749448610498456,0.20231714961355773,0.15474792119404832
frozenset({'Organic Peeled Whole Baby Carrots'}),frozenset({'Banana'}),0.017368527100544026,0.1486903082812815,0.00464436832560951,0.2674013921113689,1.798378086657258,1.0,0.0020618366766378265,1.1620410993848542,0.4517903351153773,0.02877293721133441,0.1394452394761538,0.14931828532324998
"frozenset({'Organic Strawberries', 'Organic Baby Spinach'})",frozenset({'Banana'}),0.011887970985291155,0.1486903082812815,0.003173483779971791,0.26694915254237284,1.7953366001325244,1.0,0.0014058577093299196,1.1613242037318934,0.4483311323441828,0.02016129032258064,0.13891401144786367,0.14414603097678977
frozenset({'Organic Lemon'}),frozenset({'Bag of Organic Bananas'}),0.02755389885150111,0.11955470481563571,0.007344348176506145,0.26654478976234003,2.2294797195424176,1.0,0.004050149932795046,1.2004077180105865,0.5670904109861585,0.052548115043609886,0.16694970800647502,0.16398782422304242
frozenset({'Organic Extra Firm Tofu'}),frozenset({'Banana'}),0.009379407616361073,0.1486903082812815,0.0024884142655651822,0.26530612244897955,1.7842865854248735,1.0,0.0010937872555926548,1.1587270803949223,0.44371368647014686,0.01599430162533186,0.13698400864233215,0.14102083681904226
frozenset({'Whipped Cream Cheese'}),frozenset({'Banana'}),0.009409631271408422,0.1486903082812815,0.0024884142655651822,0.2644539614561028,1.7785554721954577,1.0,0.0010892932910062773,1.157384646383236,0.441904114553743,0.01599119513142561,0.13598300865235632,0.14059475632260388
frozenset({'Russet Potato'}),frozenset({'Banana'}),0.009157767479347169,0.1486903082812815,0.0024178924037880313,0.264026402640264,1.7756799733093436,1.0,0.0010562211341156066,1.1567122717074965,0.44087286860326785,0.0155561317085818,0.13548077213373338,0.14014383347678216
frozenset({'Honey Nut Cheerios'}),frozenset({'Banana'}),0.007918597622405803,0.1486903082812815,0.0020854321982671773,0.2633587786259542,1.7711899428424833,1.0,0.0009080134766362357,1.1556639338357733,0.4388831540319772,0.013495892554439955,0.13469654047185492,0.1386920595480879
frozenset({'Organic Milk'}),frozenset({'Bag of Organic Bananas'}),0.008311505138021359,0.11955470481563571,0.0021861777150916782,0.263030303030303,2.200083245874094,1.0,0.0011924981717418952,1.1946831719195732,0.5500434331855754,0.017394789579158316,0.16295799296039587,0.14065815311623012
frozenset({'Original Hummus'}),frozenset({'Banana'}),0.021942373564376384,0.1486903082812815,0.005762643562361475,0.26262626262626265,1.7662634886024005,1.0,0.002500025272651309,1.154515883289769,0.4435659466303664,0.03495264283531927,0.13383608274792996,0.1506911379531476
frozenset({'Green Beans'}),frozenset({'Banana'}),0.00840217610316341,0.1486903082812815,0.0022063268184565788,0.262589928057554,1.7660191245336951,1.0,0.000957004663443595,1.1544589965746526,0.43743008098149805,0.014244828931963055,0.133793401959655,0.13871416587172028
frozenset({'Vanilla Almond Breeze Almond Milk'}),frozenset({'Banana'}),0.00920814023775942,0.1486903082812815,0.0024178924037880313,0.26258205689277897,1.765966187897367,1.0,0.0010487311931383105,1.154446673933099,0.4377687789369504,0.01555109181623793,0.13378415601208554,0.13942166060303968
frozenset({'Organic Cucumber'}),frozenset({'Bag of Organic Bananas'}),0.02473302438041507,0.11955470481563571,0.006488011283497884,0.26232179226069247,2.194156998381759,1.0,0.003531061854499439,1.1935357259401513,0.5580462709018994,0.04708290685772773,0.16215327428737236,0.15829496539806343
frozenset({'100% Whole Wheat Bread'}),frozenset({'Banana'}),0.018738666129357245,0.1486903082812815,0.004876083014305864,0.26021505376344084,1.7500471736946361,1.0,0.002089824970751727,1.150752926305826,0.43677134420554237,0.02999690114657577,0.1310037305660186,0.14650430173096496
frozenset({'Organic Fat Free Milk'}),frozenset({'Banana'}),0.008271206931291557,0.1486903082812815,0.002145879508361878,0.25943970767356883,1.7448326704843444,1.0,0.0009160311998898641,1.1495481199030722,0.4304393936770833,0.013860870696948005,0.13009296202031267,0.13693578987581145
frozenset({'Yellow Bell Pepper'}),frozenset({'Orange Bell Pepper'}),0.007807777553898851,0.011605883538182551,0.002024984888172476,0.2593548387096774,22.34684139784946,1.0,0.0019343687311898902,1.334504251320398,0.9627680251330037,0.1164542294322132,0.250658063463964,0.21691700268817204
frozenset({'Shredded Mild Cheddar Cheese'}),frozenset({'Banana'}),0.008543219826717711,0.1486903082812815,0.0022063268184565788,0.25825471698113206,1.7368631484211103,1.0,0.0009360328287071661,1.147711635258304,0.4279050871213872,0.01423186898882246,0.12870100007748037,0.13654656033350931
frozenset({'Yellow Bell Pepper'}),frozenset({'Banana'}),0.007807777553898851,0.1486903082812815,0.0020149103364900263,0.2580645161290323,1.7355839739120364,1.0,0.0008539694850091361,1.147417410577403,0.4271602274458039,0.01304291117777488,0.12847757861998965,0.13580778486172462
frozenset({'Clementines'}),frozenset({'Bag of Organic Bananas'}),0.009389482168043523,0.11955470481563571,0.0024178924037880313,0.2575107296137339,2.153915481710561,1.0,0.0012953356348159126,1.1858020449592883,0.5408071285222248,0.019109801735806987,0.156688922699292,0.13886744031036405
frozenset({'Feta Cheese Crumbles'}),frozenset({'Banana'}),0.009822687890388877,0.1486903082812815,0.002528712472294983,0.25743589743589745,1.7313562693601992,1.0,0.00106817398172225,1.1464460627427493,0.426608568017192,0.01621132855389782,0.1277391649742273,0.13722123484844537
frozenset({'Organic Cilantro'}),frozenset({'Limes'}),0.021307676808382026,0.04349183961313721,0.005460407011887971,0.2562647754137116,5.89224961954251,1.0,0.004533696949609257,1.2860869416517577,0.84836216034197,0.09202037351443125,0.2224475907393385,0.19090746299061767
frozenset({'Fat Free Milk'}),frozenset({'Banana'}),0.008785009067096514,0.1486903082812815,0.002236550473503929,0.2545871559633028,1.7121973779332904,1.0,0.0009303047670634953,1.1420646941211117,0.41964174199812687,0.014407164644039199,0.12439286045037849,0.1348144127265528
